roi_uid,label,notes,sample,group_id,roi_index,object,split,image_path,gallery_overlay_path,combined_overlay_path,roi_crop_path,x_min,y_min,x_max,y_max,sam_predicted_iou,sam_mask_area_px,selected_patch_count,selected_patch_fraction,region_max_score,region_mass,primary_peak_score
good_test/2026_03_19-09_03_43-007.png__roi_000,,,good_test/2026_03_19-09_03_43-007.png,good_test/2026_03_19-09_03_43-007.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\good\2026_03_19-09_03_43-007.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_test\2026_03_19-09_03_43-007.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_test\2026_03_19-09_03_43-007\combined_overlay.png,,677,508,711,542,0.729853093624115,619,1,0.0004152823920265781,0.08170691132545471,0.07680931687355042,0.08170691132545471
good_test/2026_03_19-09_06_49-517.png__roi_000,,,good_test/2026_03_19-09_06_49-517.png,good_test/2026_03_19-09_06_49-517.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\good\2026_03_19-09_06_49-517.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_test\2026_03_19-09_06_49-517.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_test\2026_03_19-09_06_49-517\combined_overlay.png,,1152,711,1186,745,0.8576303124427795,573,1,0.0004152823920265781,0.09256622195243835,0.07587742805480957,0.09256622195243835
good_test/2026_03_19-09_07_44-151.png__roi_000,,,good_test/2026_03_19-09_07_44-151.png,good_test/2026_03_19-09_07_44-151.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\good\2026_03_19-09_07_44-151.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_test\2026_03_19-09_07_44-151.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_test\2026_03_19-09_07_44-151\combined_overlay.png,,644,745,745,847,0.6342607736587524,4911,8,0.0033222591362126247,0.09950500726699829,0.20605090260505676,0.09950500726699829
good_test/2026_03_19-09_08_23-792.png__roi_000,,,good_test/2026_03_19-09_08_23-792.png,good_test/2026_03_19-09_08_23-792.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\good\2026_03_19-09_08_23-792.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_test\2026_03_19-09_08_23-792.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_test\2026_03_19-09_08_23-792\combined_overlay.png,,745,880,813,914,0.7730311155319214,865,2,0.0008305647840531562,0.08244436979293823,0.10168233513832092,0.08244436979293823
good_test/2026_03_19-09_08_23-792.png__roi_001,,,good_test/2026_03_19-09_08_23-792.png,good_test/2026_03_19-09_08_23-792.png,1,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\good\2026_03_19-09_08_23-792.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_test\2026_03_19-09_08_23-792.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_test\2026_03_19-09_08_23-792\combined_overlay.png,,881,169,948,203,0.8452774286270142,898,2,0.0008305647840531562,0.07836833596229553,0.11101248860359192,0.07836833596229553
good_test/2026_03_19-09_08_23-792.png__roi_002,,,good_test/2026_03_19-09_08_23-792.png,good_test/2026_03_19-09_08_23-792.png,2,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\test\good\2026_03_19-09_08_23-792.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_test\2026_03_19-09_08_23-792.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_test\2026_03_19-09_08_23-792\combined_overlay.png,,440,1084,711,1253,0.7192920446395874,20834,34,0.014119601328903655,0.057256460189819336,0.16138765215873718,0.057256460189819336
good_train_remaining/2026_03_19-08_24_35-638.png__roi_000,,,good_train_remaining/2026_03_19-08_24_35-638.png,good_train_remaining/2026_03_19-08_24_35-638.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\train\good\2026_03_19-08_24_35-638.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_train_remaining\2026_03_19-08_24_35-638.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_train_remaining\2026_03_19-08_24_35-638\combined_overlay.png,,982,948,1050,982,0.7091764807701111,622,2,0.0008305647840531562,0.10282453894615173,0.1482827067375183,0.10282453894615173
good_train_remaining/2026_03_19-08_26_10-588.png__roi_000,,,good_train_remaining/2026_03_19-08_26_10-588.png,good_train_remaining/2026_03_19-08_26_10-588.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\train\good\2026_03_19-08_26_10-588.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_train_remaining\2026_03_19-08_26_10-588.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_train_remaining\2026_03_19-08_26_10-588\combined_overlay.png,,339,237,406,305,0.6754529476165771,3785,9,0.003737541528239203,0.07067656517028809,0.1305670440196991,0.07067656517028809
good_train_remaining/2026_03_19-08_27_25-786.png__roi_000,,,good_train_remaining/2026_03_19-08_27_25-786.png,good_train_remaining/2026_03_19-08_27_25-786.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\train\good\2026_03_19-08_27_25-786.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_train_remaining\2026_03_19-08_27_25-786.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_train_remaining\2026_03_19-08_27_25-786\combined_overlay.png,,1016,677,1050,745,0.7838008403778076,2039,5,0.0020764119601328905,0.10045310854911804,0.13822689652442932,0.10045310854911804
good_train_remaining/2026_03_19-08_28_00-244.png__roi_000,,,good_train_remaining/2026_03_19-08_28_00-244.png,good_train_remaining/2026_03_19-08_28_00-244.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\train\good\2026_03_19-08_28_00-244.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_train_remaining\2026_03_19-08_28_00-244.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_train_remaining\2026_03_19-08_28_00-244\combined_overlay.png,,677,779,745,813,0.6924996972084045,1308,2,0.0008305647840531562,0.07540306448936462,0.08031454682350159,0.07540306448936462
good_train_remaining/2026_03_19-08_28_13-871.png__roi_000,,,good_train_remaining/2026_03_19-08_28_13-871.png,good_train_remaining/2026_03_19-08_28_13-871.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\train\good\2026_03_19-08_28_13-871.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_train_remaining\2026_03_19-08_28_13-871.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_train_remaining\2026_03_19-08_28_13-871\combined_overlay.png,,1456,914,1524,982,0.5940130949020386,2055,5,0.0020764119601328905,0.06885743141174316,0.08639843761920929,0.06885743141174316
good_train_remaining/2026_03_19-08_28_21-442.png__roi_000,,,good_train_remaining/2026_03_19-08_28_21-442.png,good_train_remaining/2026_03_19-08_28_21-442.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\train\good\2026_03_19-08_28_21-442.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_train_remaining\2026_03_19-08_28_21-442.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_train_remaining\2026_03_19-08_28_21-442\combined_overlay.png,,1321,34,1423,135,0.5763711333274841,3527,9,0.003737541528239203,0.09820348024368286,0.21689939498901367,0.09820348024368286
good_train_remaining/2026_03_19-08_28_41-132.png__roi_000,,,good_train_remaining/2026_03_19-08_28_41-132.png,good_train_remaining/2026_03_19-08_28_41-132.png,0,normalmap,custom_eval,C:\anomalydino_data_single_object_normalmap\normalmap\train\good\2026_03_19-08_28_41-132.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\combined_overlay_gallery_flat\good_train_remaining\2026_03_19-08_28_41-132.png,C:\ai\AnomalyDINO\results_CUSTOM\dinov3_vitb16_688\8-shot_preprocess=force_no_mask_no_rotation_bestsearch8_fast20greedy_maxanomap_res688_evaltrain_20260413\hq_sam_outputs_batch\roi_crops_peak_hysteresis_h0.5_l0.2_merge3bridge0.1_seed=0_sam_hq_vit_tiny\good_train_remaining\2026_03_19-08_28_41-132\combined_overlay.png,,406,813,1524,1253,0.9172250032424927,102730,141,0.05855481727574751,0.07923856377601624,2.3151864111423492,0.07923856377601624
