Object,Sample,Anomaly_Score,MemoryBank_Time,Inference_Time,Label,Evaluation_Group,Threshold
normalmap,good_train_remaining/2026_03_19-08_29_02-655.png,0.04333,3.41756,0.79961,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-08_29_15-897.png,0.05129,3.41756,0.74001,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-08_59_06-584.png,0.08855,3.41756,0.73267,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-08_59_20-476.png,0.03595,3.41756,0.80821,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-08_59_33-446.png,0.04022,3.41756,0.79788,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-08_59_46-474.png,0.04989,3.41756,0.71490,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-08_59_59-551.png,0.04241,3.41756,0.81726,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_00_12-752.png,0.02818,3.41756,0.75852,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_00_19-740.png,0.03631,3.41756,0.70820,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_00_26-473.png,0.04739,3.41756,0.77448,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_00_39-680.png,0.04372,3.41756,0.75644,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_00_46-162.png,0.04387,3.41756,0.76905,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_01_05-628.png,0.03722,3.41756,0.77411,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_01_25-668.png,0.03371,3.41756,0.78182,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_01_47-068.png,0.04500,3.41756,0.77857,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_02_28-251.png,0.04519,3.41756,0.79697,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_03_36-446.png,0.04781,3.41756,0.77039,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_04_02-834.png,0.04388,3.41756,0.76035,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_06_28-862.png,0.07372,3.41756,0.75128,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_07_02-703.png,0.05225,3.41756,0.69308,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_07_16-718.png,0.05172,3.41756,0.83551,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_07_29-969.png,0.04909,3.41756,0.74339,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-09_08_03-930.png,0.06208,3.41756,0.81500,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_34_13-755.png,0.04628,3.41756,0.73006,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_34_33-203.png,0.04388,3.41756,0.91892,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_34_39-718.png,0.02252,3.41756,0.92214,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_34_46-247.png,0.03902,3.41756,0.70728,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_34_52-788.png,0.04268,3.41756,0.82427,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_34_59-458.png,0.02701,3.41756,0.78943,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_35_13-012.png,0.03267,3.41756,0.71100,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_35_20-678.png,0.05245,3.41756,0.91043,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_35_34-501.png,0.06129,3.41756,0.92948,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_35_54-780.png,0.03037,3.41756,0.82380,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_36_35-195.png,0.05355,3.41756,0.71488,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_36_48-772.png,0.04106,3.41756,0.79586,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_37_02-042.png,0.03728,3.41756,0.71997,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_37_08-701.png,0.07629,3.41756,0.80263,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_37_29-349.png,0.03210,3.41756,0.80186,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_37_49-007.png,0.03529,3.41756,0.79051,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_38_15-807.png,0.03383,3.41756,0.81043,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_38_22-449.png,0.03347,3.41756,0.73287,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_38_36-031.png,0.03033,3.41756,0.80034,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_38_43-244.png,0.05369,3.41756,0.86771,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_39_09-591.png,0.06075,3.41756,0.73241,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_39_16-212.png,0.04987,3.41756,0.70642,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_39_23-373.png,0.04459,3.41756,0.84682,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_39_36-932.png,0.04476,3.41756,0.78886,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_39_57-236.png,0.14403,3.41756,0.75975,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_40_03-836.png,0.05094,3.41756,0.75906,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_40_23-751.png,0.08298,3.41756,0.73606,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_40_44-307.png,0.03599,3.41756,0.73687,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_40_57-461.png,0.05996,3.41756,0.70061,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_41_17-238.png,0.04678,3.41756,0.76504,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_41_23-866.png,0.05260,3.41756,0.83088,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_41_30-475.png,0.07577,3.41756,0.74758,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_41_37-239.png,0.03833,3.41756,0.75672,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_42_20-596.png,0.06996,3.41756,0.75006,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_42_27-170.png,0.06990,3.41756,0.77772,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_42_41-197.png,0.09353,3.41756,0.76256,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_19-11_42_54-188.png,0.05282,3.41756,0.86403,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_05_43-009.png,0.03225,3.41756,0.82891,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_05_49-501.png,0.02270,3.41756,0.78007,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_05_55-997.png,0.06044,3.41756,0.80991,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_06_09-035.png,0.04593,3.41756,0.71924,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_06_29-103.png,0.04128,3.41756,0.77500,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_06_57-010.png,0.04573,3.41756,0.93035,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_07_03-508.png,0.06720,3.41756,0.78596,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_07_16-429.png,0.05087,3.41756,0.85598,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_07_58-419.png,0.03402,3.41756,0.78252,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_08_33-850.png,0.06485,3.41756,0.77561,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_08_41-093.png,0.06815,3.41756,0.70350,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_08_47-737.png,0.04685,3.41756,0.75306,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_08_54-323.png,0.02162,3.41756,0.76668,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_09_28-743.png,0.05123,3.41756,0.81734,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_09_49-309.png,0.05587,3.41756,0.72935,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_09_55-860.png,0.05297,3.41756,0.87771,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_10_08-963.png,0.06074,3.41756,0.71035,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_10_35-707.png,0.04256,3.41756,0.68521,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_11_03-384.png,0.05714,3.41756,0.75703,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_11_16-964.png,0.07409,3.41756,0.71947,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_11_23-369.png,0.07662,3.41756,0.77338,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_11_36-272.png,0.07002,3.41756,0.71000,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_11_50-314.png,0.05245,3.41756,0.74596,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_12_03-437.png,0.06466,3.41756,0.73688,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_12_17-349.png,0.04248,3.41756,0.70571,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_12_23-685.png,0.05575,3.41756,0.77048,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_12_44-065.png,0.05261,3.41756,0.81393,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_13_04-765.png,0.07472,3.41756,0.82144,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_13_11-500.png,0.07329,3.41756,0.69725,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_13_32-014.png,0.04195,3.41756,0.78982,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_13_38-595.png,0.07739,3.41756,0.73302,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_13_58-838.png,0.07602,3.41756,0.75644,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_14_05-989.png,0.04962,3.41756,0.79929,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_14_20-504.png,0.07672,3.41756,0.76603,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_14_27-555.png,0.07505,3.41756,0.86565,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_14_35-533.png,0.04264,3.41756,0.70574,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_14_43-099.png,0.07365,3.41756,0.76601,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_37_00-811.png,0.04033,3.41756,0.70283,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_37_42-366.png,0.03833,3.41756,0.82277,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_38_43-349.png,0.03304,3.41756,0.78495,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_39_31-818.png,0.09262,3.41756,0.92673,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_39_47-078.png,0.04577,3.41756,0.88838,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_39_53-573.png,0.03495,3.41756,0.77898,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_40_00-079.png,0.07850,3.41756,0.80924,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_40_13-192.png,0.03876,3.41756,0.83452,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_40_32-948.png,0.04133,3.41756,0.78325,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_41_06-247.png,0.04457,3.41756,0.76792,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_41_33-313.png,0.02749,3.41756,0.76133,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_41_46-415.png,0.05730,3.41756,0.75717,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_42_53-618.png,0.05426,3.41756,0.81537,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_43_06-597.png,0.05065,3.41756,0.74004,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_43_56-504.png,0.02491,3.41756,0.71568,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_44_10-045.png,0.04149,3.41756,0.72033,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_44_17-714.png,0.05810,3.41756,0.72995,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-00_44_50-574.png,0.03136,3.41756,0.75142,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-01_08_51-493.png,0.03647,3.41756,0.79345,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-01_08_57-976.png,0.04864,3.41756,0.77544,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-01_09_10-838.png,0.04642,3.41756,0.70669,0,good_train_remaining,0.05690
normalmap,good_train_remaining/2026_03_20-01_09_18-643.png,0.03706,3.41756,0.77297,0,good_train_remaining,0.05690
normalmap,good_test/2026_03_11-09_23_27-388.png,0.05955,3.41756,0.77896,0,good_test,0.05690
normalmap,good_test/2026_03_11-09_29_27-472.png,0.08686,3.41756,0.80328,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_20_01-930.png,0.03044,3.41756,0.71898,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_20_09-331.png,0.02143,3.41756,0.83701,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_20_15-815.png,0.02958,3.41756,1.73008,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_20_22-298.png,0.02423,3.41756,0.93472,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_20_28-873.png,0.06555,3.41756,3.03990,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_20_41-797.png,0.05802,3.41756,2.32288,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_20_48-331.png,0.03545,3.41756,1.06138,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_20_54-894.png,0.05181,3.41756,1.09588,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_21_01-506.png,0.04735,3.41756,0.94750,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_21_15-464.png,0.03615,3.41756,0.97419,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_21_22-792.png,0.04545,3.41756,0.76767,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_21_29-540.png,0.05509,3.41756,0.86412,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_21_36-191.png,0.03916,3.41756,0.73366,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_21_42-682.png,0.04074,3.41756,0.72362,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_21_55-659.png,0.04321,3.41756,0.70248,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_22_16-427.png,0.05524,3.41756,1.16897,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_22_29-561.png,0.04479,3.41756,0.87073,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_22_43-274.png,0.04449,3.41756,0.79233,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_23_03-083.png,0.02380,3.41756,0.77296,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_23_09-699.png,0.05211,3.41756,0.78009,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_23_22-633.png,0.04370,3.41756,0.78497,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_23_29-156.png,0.03401,3.41756,0.95930,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_23_55-939.png,0.04741,3.41756,0.80406,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_24_22-498.png,0.05183,3.41756,0.90567,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_24_56-310.png,0.04338,3.41756,0.77716,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_26_03-895.png,0.04804,3.41756,0.70411,0,good_test,0.05690
normalmap,good_test/2026_03_19-08_29_09-220.png,0.04866,3.41756,0.72264,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_00_06-134.png,0.03758,3.41756,1.01030,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_01_12-153.png,0.03987,3.41756,0.82675,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_01_40-050.png,0.03883,3.41756,0.79369,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_02_08-577.png,0.03357,3.41756,0.81235,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_02_15-212.png,0.03703,3.41756,0.78100,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_02_34-794.png,0.03618,3.41756,0.70652,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_02_41-333.png,0.03955,3.41756,0.82249,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_02_47-896.png,0.07036,3.41756,0.78663,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_02_54-889.png,0.03977,3.41756,0.73004,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_03_16-075.png,0.02401,3.41756,0.76116,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_03_29-835.png,0.03162,3.41756,0.74498,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_03_43-007.png,0.06822,3.41756,0.83352,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_03_49-651.png,0.05543,3.41756,0.74226,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_03_56-257.png,0.01884,3.41756,0.89951,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_04_16-494.png,0.03922,3.41756,0.99800,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_04_31-156.png,0.04534,3.41756,0.82104,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_04_38-298.png,0.03267,3.41756,0.82807,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_04_51-759.png,0.04295,3.41756,0.78572,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_05_12-326.png,0.04022,3.41756,0.81713,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_05_26-375.png,0.02226,3.41756,0.70889,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_05_33-952.png,0.03205,3.41756,0.74758,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_06_42-318.png,0.05617,3.41756,0.79033,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_06_49-517.png,0.07950,3.41756,0.78268,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_07_10-039.png,0.04464,3.41756,0.68746,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_07_23-417.png,0.04549,3.41756,0.76623,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_07_37-568.png,0.05239,3.41756,0.83309,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_07_44-151.png,0.08530,3.41756,0.70872,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_07_50-737.png,0.03701,3.41756,0.75660,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_08_10-525.png,0.05439,3.41756,0.80713,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_08_17-258.png,0.05454,3.41756,0.76936,0,good_test,0.05690
normalmap,good_test/2026_03_19-09_08_23-792.png,0.07252,3.41756,0.72468,0,good_test,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_22_29-392.png,0.16622,3.41756,0.78373,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_23_07-146.png,0.09568,3.41756,0.89363,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_23_14-534.png,0.12559,3.41756,0.78033,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_23_33-840.png,0.10714,3.41756,0.82175,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_24_00-261.png,0.21781,3.41756,0.79598,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_24_08-031.png,0.35343,3.41756,0.76515,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_24_37-517.png,0.20149,3.41756,0.76184,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_25_32-280.png,0.27866,3.41756,0.70939,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_28_17-003.png,0.07090,3.41756,0.70115,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_28_59-177.png,0.08747,3.41756,0.80004,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_11-09_30_32-443.png,0.11967,3.41756,0.72335,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_19-08_25_43-482.png,0.04487,3.41756,0.86984,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_19-08_26_37-685.png,0.21495,3.41756,0.98075,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_19-08_27_52-514.png,0.17782,3.41756,0.90361,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_19-09_00_52-641.png,0.09656,3.41756,0.76875,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_19-09_00_59-127.png,0.08118,3.41756,0.82225,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_19-09_04_24-209.png,0.07021,3.41756,0.82529,1,test/bad,0.05690
normalmap,test/bad/2D und 3D/2026_03_19-09_04_58-922.png,0.08496,3.41756,0.78893,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_22_05-974.png,0.08676,3.41756,0.82319,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_22_13-794.png,0.13914,3.41756,0.76497,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_22_21-590.png,0.18481,3.41756,0.83436,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_22_37-199.png,0.11027,3.41756,0.70754,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_22_45-019.png,0.07807,3.41756,0.78267,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_22_53-019.png,0.09390,3.41756,0.78314,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_23_00-353.png,0.06065,3.41756,0.83120,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_23_20-950.png,0.13714,3.41756,0.68935,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_23_40-521.png,0.05877,3.41756,0.83435,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_23_46-859.png,0.10615,3.41756,0.79466,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_23_53-337.png,0.06265,3.41756,0.76263,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_24_16-052.png,0.04315,3.41756,0.77832,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_24_30-217.png,0.05939,3.41756,0.76293,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_24_51-728.png,0.09525,3.41756,0.79113,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_24_58-685.png,0.07730,3.41756,0.72549,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_25_06-198.png,0.08395,3.41756,0.73302,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_25_12-544.png,0.06515,3.41756,0.71375,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_25_19-086.png,0.05741,3.41756,0.79266,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_25_25-722.png,0.07066,3.41756,0.80539,1,test/bad,0.05690
normalmap,test/bad/2D/2026_03_11-09_25_39-415.png,0.12570,3.41756,0.79844,1,test/bad,0.05690
